	AttackType_index	EmailText	SenderFace	PhishIrisPath	Caption	Grover
973	Malware. 125-2	"Title: Re: Email from.
Dear Professor.Spencer.Bunyan,

I found an email from your address in one of the research groups.  The document seems to be WordPerfect but i do not know its content, is it really? I also do not know whether you are the author? I cannot copy it into my notes, which it is  on, and do not agree to  sharing it with anyone, other than the researcher(s).  I am writing this as a follow up to see  if you are working on the same deal in your  present position.  I am not a programmer, however i have done some  programming experience in C/C++, Java programming language.

Please advise as to  where i find this information and which person(s) in your circle(s) i would  like to invite to  a dinner.

Thanks,

Tariq Kazmi Professor of Finance  ISadore.Com: +44 (0)20 7947 0900  www.isadore.com

"	Face_generator-1600 result/face_generator-1125.png			Machine
974	Malware. 125-3	"From: Professor.Spencer.Bunyan
Title: Re: Re: Email from.

Date: Wed, 22 Nov 2001 08:16:51 -0800

Marketing@gis.com > To: tariq.kazmi@comps.enron.com.cn

CC: me <tariq.kazmi@ comps.enron.com.cn > Subject: Re: Re: Email from.

This message is with an intent to notify, not to engage.  It  calls for the immediate attendance of Dr. Kazmi by 8:30 on  Nov. 3 as he  has to leave the room to send it to  you.   You are more than welcome to wait  outside of the room  (do not disturb others, etc).  I am willing  to speak to you in private for a fee (25%)  ($50.00 for a more  private   discussion).     If this does not interest you, I  can walk you through my  PowerPoint presentation.  I  hope that the  presentation will help.    

I look forward to hearing from you.

Best regards, Tariq Kazmi *CEO* Gis *GIS Consulting LLC*  *713-646-5368*  *713-646-2553*    *713-645-5356* f *713-646-3261*               *713-646-2553*                     *713-646-2553*                          *713-646-2424*                   cc: Andrea (713-645-5361*                                                                                                             "	Face_generator-1600 result/face_generator-0325.png			Machine
975	Malware. 126-1	"From: mr.jojordo jon

Title: URGENT REPLY NEEDED
 URGENT REPLY NEEDED URGENT REPLY MR.JOJORDO JON. AFRICAN WEBSITE: http://www.cbc.ca/world/story/story/2004/11/22/al-qa.html INTRODUCTION: I am Mr.jojordo jon, a Certified Public Accountant with the African Development Bank (ADB). I write to solicit for your assistance in a foreign direct deposit of (USD$12,500,000.00) twelve million united states dollars. This deposited sum was discovered and reported as having been abandoned by the owner of the said deposit, Mr. Osvaldo Derdele (a foreigner), since 1999. You shall read more about the incident on visiting this site, but this brief information shall suffice to very much give you a general idea of the situation. SOURCE OF MONEY: The owner of the said account was Mr. Osvaldo Derdele an Italian by name, who was an investment and commodities merchant in Dubai, United Arab Emirates. and his business partner were both citizens of the same country, so they too were not surprised when, in July 2000, Mr. Osvaldo Derdele died, leaving an account with the said bank with a closing balance of (USD$12,500,000.00) as at September 3, 2004 with all the account details and documents pertaining to the said deposit cancelled and all documents relating to the account expunged from the records. You shall read more about the incident on visiting this site, but this brief information shall suffice to very much give you a general idea of the situation. On the 21st of July, 2004, while I was on business trip to Dubai with my partner, we discovered an abandoned trunk box in an ungodly heat, the box was closed and locked, and no one was around to open the box, and we proceeded to call for help, and found ourselves in search for someone to stand as our next of kin, because the ADB does not allow such things to remain more than 5 years, in other words we will be probed for the next of kin as at now nobody is coming for the claim of the trunk box. We will charge you 30% of the total sum for your assistance/assistance, 60% shall be for me ,and 10% would be for any expenses/expenses that may be incurred during the process of the transaction. Please if you are interested get back to me as soon as possible. Thanks for your consideration. Yours faithfully, MR JOJOR DERDELE _________________________________________________________________ Express yourself instantly with MSN Messenger! Download today it's FREE!  http://messenger.msn.click-url.com/go/onm00200636ave/direct/01/

"	Face_generator-1600 result/face_generator-0326.png	Malware-800_result/malware-126.png	a bird flying over a body of water; a bird is flying over a body of water	Machine
976	Malware. 126-2	"Title: Re: URGENT REPLY NEEDED
Dear mr.jojordo jon,

The article you are reviewing is very well written and I will rate it 5-stars on your list. I will write to you as soon as possible regarding the interview process and I will write to you in reply to explain why I believe that I cannot pass your test. Please let me know if I am able to meet your deadline.

Regards,

Kathy

http://www.cantina-caf.com/index.html

"	Face_generator-1600 result/face_generator-1126.png			Machine
977	Malware. 126-3	"From: mr.jojordo jon
Title: Re: Re: 

Subject:

i dont know the answer please give the best reply to my number 801-852-4359

 

----- Original Message ----- From: Ken.Rogers@NEComms.com To: nrogers@elan.com cc:   Subject: Re: 

please reply to this email and i will send you my reference for the class on: 01/12/01 - 11:59 PM.


 "	Face_generator-1600 result/face_generator-0326.png			Machine
978	Malware. 127-1	"From: Dr. Katya Lemnikova
Title: URGENT AND CONFIDENTIAL REPLY.
 URGENT AND CONFIDENTIAL REPLY. Dear Friend, I am a lawyer practicing in Lagos, the personal attorney to late Mr. Bruce  Ekso of Nigeria. Mr. Ekso is a citizen of Federal Republic of Nigeria and the Deputy Chief  Legislative Appointments Committee of Federal  Government Of Nigeria (G.N) and is also the chief lawyer in Lagos, (Federal  Judicial Services). On June 20, 2000, my client,his wife and their two children were involved in a car accident along Sagamu Lagos Express Road. Unfortunately, their lives were thrown into disarray by the incident. Shortly after the accident, my client got very sick and later died, while the couple's only son and daughter survived the accident. Since then I have been expecting one of my clients who was supposed to come over to Nigeria to claim his money and property left behind by his deceased employer. Unfortunately, we got word that he died leaving no beneficiary to the account. It is therefore upon this discovery that I now decided to make this business proposal to you and the company. My client had an account with one of the leading security and finance Corporation,(C.SC),and the fund is presently with a Finance Company in the US and European, close to the top 2 Government Official(G.NIC) of Nigeria. So, to save the company from total bankruptcy, the government is looking for a reliable foreign partner to assist us in the business, included in the agreement with you, I shall be paid 20% of the total amount, while the remaining 80% will be for the company. All legal documents for this transaction will be carefully worked out including the notarization of your contract and consent of your to enter into the agreement. If you are interested in this business proposition, contact me as soon as possible,through my email address,so that we can go over the business details together. Please contact me by email as soon as possible,so that we can go over the business details together. I shall give you all the contact address for your positive response. Please contact me through my email if you are interested in this deal,I shall give you all the contact address for your positive response. Thanks and God bless you and your family for your understanding. Dr. Katya Lemnikova

"	Face_generator-1600 result/face_generator-0327.png	Malware-800_result/malware-127.png	a couple of birds that are in the water; a couple of ducks floating on top of a body of water; a couple of ducks floating on top of a lake	Machine
979	Malware. 127-2	"Title: Re: URGENT AND CONFIDENTIAL REPLY.
Dear Dr. Katya Lemnikova,

I have not heard from you for some time. I sent your name, address, and telephone number to your email, but it returned no answer. Maybe this is because I have been too busy or maybe I did not send it. 

Regards

Kaminski.J.Kaminski@ENRON.com

[IMAGE]

> >From: ""Kaminski, Robert"" <Robert.Kaminski@xmall.com> >To: ""Kaminski, Robert"" <Kaminski.J.J.Kaminski@enron.com> >Subject: RE: URGENT AND CONFIDENTIAL REPLY. >Date: Sun, 30 May 2001 03:48:33 -0500 > > > > > > >My name is Robert. I am the Lead Counsel for Energy (EOL) for xmall.com  (E.O.L.)  (11100 Smith)   > (713) 965-0644       (281) 592-1255      (713) 965-2350    (713) 965-3156      (281) 668-6061    (281) 592-1255 (Houston). > _________________________________________________________________  Get your FREE download of MSN Explorer at http://explorer.msn.com - >                                                                                                                                                                                                    -      1.

"	Face_generator-1600 result/face_generator-1127.png			Machine
980	Malware. 127-3	"From: Dr. Katya Lemnikova
Title: Re: Re: URGENT AND CONFIDENTIAL REPLY.

Cc: ""Katya Jahanekin"" <kamelekin@mex.com.tw>                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       "	Face_generator-1600 result/face_generator-0327.png			Machine
981	Malware. 128-1	"From: Mr.Walter.Fischman
Title: REMITTANCE OF $10 MILLION U.S.A DOLLARS 
 REMITTANCE OF $10 MILLION U.S.A DOLLARS  Dear Friend, I wish to inform you that this proposal I am going to send you is highly confidential and top secret.Please treat it with absolute secrecy and confidentiality. Please note that this transaction is 100% risk free and if it is ok with you, please reply immediately. Regards, Mr.Walter.Fischman (Sir) Barrister, Walter.Fischman (Sir) Barris Law Firm,Chambers Bay, Cape Town, South Africa. Email wfarisham@yahoo.com.au Yours Faithfully,                                                             &lt;br&gt;&lt;br&gt;&lt;br&gt; &lt;br&gt; &lt;br&gt; &lt;br&gt; &lt;br&gt; &lt;BR&gt; &lt;br&gt; &lt;BR&gt; &lt;br&gt; &lt;br&gt; &lt;br&gt; &lt;br&gt; &lt;br&gt; &lt;br&gt; &lt;br&gt; &lt;br&gt; TEL:+27-73-5054787; FAX:+27-73-5054788; PHONE:+27-73-5054791; EMAIL:davidsz@yahoo.com Dear Friend, I do apologize that I have not sent you any greeting yet, but I will be sure to do so shortly.This is by virtue of its nature being totally unsolicited and in a hostile manner. I mean absolutely nothing else, as I await your response in good time. Yours Faithfully,                                                        (Mr.Walter.Fischman) _________________________________________________________________ Don't just search. Find. Check out the new MSN Search!  http://search.msn.com/

"	Face_generator-1600 result/face_generator-0328.png	Malware-800_result/malware-128.png	a bird is standing on the edge of a body of water; a large body of water with a bird on it 's side; a large body of water with a bird flying over it	Machine
982	Malware. 128-2	"Title: Re: REMITTANCE OF $10 MILLION U.S.A DOLLARS
Dear Mr.Walter.Fischman

This was a reply to my email from yesterday evening  confirming Mr.Fischman's remit as Mr.Gill. I do not recall any having been sent  the previous email confirmation. Is it not possible that your email was forwarded  onto one of the IT staff in London who then  proceeded to mail it to the remit in America?  This email confirmation was sent to you from my  remit in London  today (I do not think I am the only one who received). The email confirmation  confirmed that the email confirmation was sent on an urgent note, no  remit mail (not even to me) had elapsed at the time of sending.

"	Face_generator-1600 result/face_generator-1128.png			Machine
983	Malware. 128-3	"From: Mr.Walter.Fischman
Title: Re: Re: REMITTANCE OF $10 MILLION U.S.A DOLLARS 
Date: Mon, 31 Jan 1999 12:50:36 -0800 (CST)              >   >        > I would like your support for $10 million in remittances today and tomorrow morning  (01/01/00)              (as described above). Please use the same  title that applies to the original email confirmation (as per  Mr. Fischman's remit).

Best Regards,

Walter D. Fischman Bank, N. C. 12223 New South Wales Drive, Suite 1200  Atlanta, GA (SECSTATE PARK  TX) 30334-1613 Department of Finance and Accounting   Phone (404-940-3740) 713-743-5361 Office (404-940-3740)                                                                                                                                                                                                                                                                                                                                "	Face_generator-1600 result/face_generator-0328.png			Machine
984	Malware. 129-1	"From: Georges K. Abedi
Title: REPLY URGENT ASSISTANCE NEEDED
 REPLY URGENT ASSISTANCE NEEDED FROM THE DESK OF GEORGES KABUJI  ABEDI GIRLS BANK OUAGADOU, BURKINA FASO. EQ DOMINANT EMBARRASSMENT SINCE THE FORMATION OF STATE ALLIANCE FOR THE BURKINA FASO, I HAVE BEEN ADVISING BUSINESS CONTRACTORS AND INFLATED CONTRACTS DURING MY EXPERIENCE IN THE BUSINESS WORLD. I PASSED THE TEST OF THE CONTRACTORS WITH THE FOREIGNERS AND MANDATED THEM TO CARRY OUT A CAREFUL AND COMPREHENSIVE REVIEW OF CONTRACTS THAT WERE IN THE PICTURE. DURING THE ABOVE MENTIONED PROCESS, I DISCOVERED AN ABANDONED SUM OF US$15.3MILLION U.S. DOLLARS AND THIRTY-FIVE MILLION U.S. DOLLARS STILL IN PICTURE DURING THE TIME OF EXECUTION WHICH WAS DISCOVERED BY US. THE AMOUNT INVOLVED IS (US$15.3MILLION U.S. DOLLARS) FIVE MILLION U.S. DOLLARS ONLY, AND TELEPHONE BILLS ARE NOT ALLOWED IN BURKINA FASO. THE SUM OF US$15.3MILLION U.S. DOLLARS IS A TREASURE AND IT IS NOW USED FOR INVESTMENT PURPOSES ACCORDING WITH THE YEARS OF THE DEPOSIT FOR TREATMENT. IT IS PRESENTLY BURKINA FASO AND THE FUNDS ARE WITH THE CENTRAL BANK OF NIGERIA. HOWEVER, THE FUNDS ARE NON-TRANSFERABLE BECAUSE THE YEARS OF THE DEPOSIT HAS RUN OUT AND THE FUNDS ARE NOW BEING LOOKED FOR IN OTHER COUNTRIES. THE ABOVE ARRANGMENT IN THE WEBSITE DISCOVERED BY US PROVED THAT THE FUNDS SHOULD BE REMITTED INTO A NON-TRANSFERABLE ACCOUNT DUE TO THE TIMING OF THE DEPOSIT. THE REASON HOW THE FUNDS ARE BEING REMITTED INTO NON-TRANSFERABLE ACCOUNT INCLUDES THE TIME OF EXECUTION OF THE CLAIM. HOWEVER, THE BANKING LAW AND GUIDELINES HERE STIPULATES THAT IF SUCH A CLAIM HAS BEEN MADE ON A CONTROLLED FUND, THE MONEY WILL BE TRANSFERED TO A NEW ACCOUNT DUE TO THE DIFFERENCE BETWEEN THE ORIGINAL OWNER OF THE CONTROLLED FUND AND THE MANAGER OF THE BANK. THE REQUEST OF A FOREIGN PARTNER IN THIS TRANSACTION IS OCCASIONED AND WE REQUEST YOUR WEBSITE TO DISCUSS ALL MODALITIES INCLUDING REMUNERATION FOR YOUR SERVICES. MUST THE TRANSFER BE MADE? AT THE PRESENT TIME, THE ABOVE AMOUNT HAS BEEN NET WIDE TOTALLY US$30.5 MILLION U.S. DOLLARS, AND THE NET VALUE HAS BEEN US$20.5 MILLION U.S. DOLLARS. AS IT MAY INTEREST,I HAVE THE OPPORTUNITY OF TRANSFERING THIS MONEY TO SOME OTHER PERSONAL ACCOUNT DUE TO THE LARGER CONTENT OF THIS MONEY AND THE RISK OF OUR BANK NOT BEING ABLE TO MOVE THE FUND OUT OF BURKINA FASO UNTIL THE TIME OF TRANSFER. HOWEVER,I WILL BE MONITORING THE WHOLE SITUATION HERE IN BURKINA FASO AND AUDITING THE WHOLE SITUATION TO MAKE SURE THE PLACE IS CLEAR BEFORE THE TIME OF TRANSFER. SINCE WE GOT INFORMATION ABOUT YOUR NAME, WE HAVE BEEN EXPECTING YOUR URGENT RESPONSE. WHEN I HEAR FROM YOU, I WILL GIVE YOU THE LATEST NELSON INFORMATION AS IT MAY BE, BASED ON OUR DISCUSSIONS. I SUGGEST YOU GET BACK TO ME AS SOON AS POSSIBLE. _________________________________________________________________ Express yourself instantly with MSN Search! Download today it's FREE!  http://search.msn.click-url.com/go/onm00200636ave/direct/01/

"	Face_generator-1600 result/face_generator-0329.png	Malware-800_result/malware-129.png	a large white bed with a white sheet on top of it; a large white bed with a white sheet on it	Machine
985	Malware. 129-2	"Title: Re: REPLY URGENT ASSISTANCE NEEDED
Dear Georges K. Abedi,

Thanks for your messages to my desk in London. I have them ready.


I have requested a response in 48 hours. 


Vijayas

> FROM:   gshackney    gackintosh@ect.com > TO:  (? > <mailto:  v/vendor.gack@enron.enron.com>    >  > >    ALL    >  >  >   >  >  >  > > >  >    = >  >  >   >  >  >  >  > =  >  >  > _____________________________________________     >    > __________________________________________________ > 




 
 To unsubscribe to vick@ENRON MAINFORMATION
 <vendor

 
 02217 August 20 August 27.com 


   > 
 cc: 
 
 
 
 ""Vayo  
 
 
   
 
*   
    
Send 
""kay 
* 
Subject: 
 08/  
 08/ 
 02/n?
 Vayo?
 
   x-
-15 
 ?
:
 09/p 
? 05/ 
/ 
 <kay
? 
@sounds ok
 
- please respond 
/hayu/  
?? 
??????
-01
-05.
 

 
??? 
????? 

- 09: 
*
-
-?
- -  - 
- 06/
- 09:
- 09 
- 09
0700:
  
 
02: 
-13
?????
02- ? --------------------------  12 
04- - 09:  
- 05 04/ 
 
*
- 0901 
- 09   
? 
05-14/04-03/   05/ 
????- 
- ? 
- 02: 
- 02:  08: 
- 05:  - 05:
- 02 ?????
- 05: 
-
   -(

"	Face_generator-1600 result/face_generator-1129.png			Machine
986	Malware. 129-3	"From: Georges K. Abedi
Title: Re: Re: REPLY URGENT ASSISTANCE NEEDED
 
 
 
 To:     v/vendor.gack@enron.enron.com 
  
 cc:   
 
 
 
 
 Message-ID: <No such email>
 <Subject>
 ?
 


 "	Face_generator-1600 result/face_generator-0329.png			Machine
987	Malware. 130-1	"From: meni lux
Title: FOR THE LOVE OF MY FATHER.
 FOR THE LOVE OF MY FATHER. &gt;From The Desk of Meni Lux QC B.O.A (Baro Abahasa) Mani Lux is a lawyer, and a Private Practice Attorney to late Mr. John Bales a citizen of Niger who used to work with Shell Petroleum Development Company in Nigerian. He is survived by his wife and three children. Please, you will find the obituary notice for your perusal on the website below: http://www.cnn.com/2001/WORLD/africa/11/11/kenya.crash/index.html http://news.bbc.co.uk/1/hi/world/africa/1030225.stm Since the untimely passing of his clients father we have been expecting his next of kin to come over and claim his money because we cannot release it unless somebody applies for it as next of kin or relation to the deceased as indicated in our legal documents and policies but unfortunately we learnt that all his supposed next of kin or relation died alongside with him at the plane crash leaving nobody behind for the claim. It is therefore upon this discovery that I now decided to make this business proposal to you and release the money to you as the next of kin or relation to the deceased for safety and subsequent disbursement since nobody is coming for it and we don't want this money to go into the bank treasury as unclaimed Bill. It is the law and policy here that if such money remains unclaimed after five years, the money will be transferred into the bank treasury as unclaimed fund. The request of foreigner as next of kin in this business is occasioned by the fact that the customer was a foreigner and a Burkinabe like me can not stand as next of kin to a foreigner. I agree that 30% of this money shall be for you as foreigner partner, in respect to the provision of a non-resident account, 10% shall be set aside for expenses incurred during the business and 70% would be for me. Thereafter, I shallvisit your country for disbursement according to the percentages indicated above and so the sum to be transfered will be as follows: 60% for me, while 10% shall be set aside for expenses incured during the business. Please, you should keep this business proposal very confidential and relevant to your business because of theforeigner in the company,you should not disclose the nature of the transaction to anyone. I expect your urgent reply to this mail by sending me a personal fax number and email address. Due to the urgent nature of this business suggestion, I will appreciate it to keep this transaction secret andrelevant to you. Thanks and God bless. Yours Faithfully, Mr.Meni Lux QC B.O.A(Baro Abahasa) _________________________________________________________________ Don't just search. Find. Check out the new MSN Search!  http://search.msn.fr

"	Face_generator-1600 result/face_generator-0330.png	Malware-800_result/malware-130.png	a bird flying over a body of water with a mountain in the background; a bird flying over a body of water; a bird flying over a body of water near a mountain	Machine
988	Malware. 130-2	"Title: Re: FOR THE LOVE OF MY FATHER.
Dear meni lux,

Your offer of a dinner for us and my mother is gratefully received.  I hope that you and your family will be back soon  for more wine tastings and cooking lessons.

The more I learn about this business the higher my interest rises.  It would be a pleasure  if you could be in my ""class"".

Yours most affectionately Yohannes

"	Face_generator-1600 result/face_generator-1130.png			Machine
989	Malware. 130-3	"From: meni lux
Title: Re: Re: FOR THE LOVE OF MY FATHER.

Hi Yohannes,

I just wanted to say thank you very much for the delicious wine. I really enjoyed it. I was glad when I heard that you and your mother are coming back soon. I look forward to it, and your visit with me when you come  back for a while. Please let me  know when your plane is leaving for Houston. I also want to give thanks to you and your family for making our trip so  worth it. It  was nice to meet you last night when you were in the basement, and I was wondering what > the news was about.  What is news about the Houston Rockets?  Did they do enough with their   picks to  make up for their losses on the previous nights?  Is that their   biggest loss?

All the best,

Meni

--------------------------------------------------------------------- 
                  LUCAS  BARBECUE                  G.BUSH INTERCO                                                                                                                                                                                                            JAMES PORTLAND OR                              PORTLAND, OR
 This email message is from a man  listening to the World Series of Poker in  the  basement. I am guessing we are talking about the A          "	Face_generator-1600 result/face_generator-0330.png			Machine
990	Malware. 131-1	"From: Katarzyna Katarzyna
Title: PLS ASSIST
 PLS ASSIST Attn: The President/CEO  Dear friend, Please permit me to introduce myself. I am Katarzyna Katarzyna a citizen of Hungary and currently residing in Madrid, Spain. I have an urgent and very confidential business proposition for you. On July 1, 1999, an American oil consultant/contractor with the Spanish energy company, Mr. Daniel John Shuttleworth made a fixed deposit for 21 calendar months, valued at US$25,500,000.00 (Twenty five million five hundred thousand dollars only) in my bank and  the next of kin of the deceased was notified of the fixed deposit around  the first of February.  The bank have been  in possession of the fixed deposit records for over five years now.  I need your assistance to present you as the next of kin of the deceased. On your response, I shall provide you with more details and the process shall be precisely the same as with regard to the fixed deposit. Your partnership in this deal is highly valued. Please treat with utmost confidentiality in all dealings. In the event of non-permission from you, I will still be able to proceed with the filing of the  certificate of deposit for further distribution and claim of the fund from the banks custody. Please, treat this business transaction with utmost secrecy and confidentiality.  Please contact me here as soon as possible for further details and comments. I look forward to a very fruitful business relationship with you. Please, treat with utmost confidentiality in all dealings.  Thanks,  Please consider this as a joke for now.  ___________________________________________________ GO.com Mail                                                                                                     ___________________________________________________ GO.com Mail                                                                                                                                                            (Re: Your Permit is for Weighing in]  __________________________________________________ Do You Yahoo!? Tired of spam?  Yahoo! Mail has the best spam protection around  http://mail.yahoo.com

"	Face_generator-1600 result/face_generator-0331.png	Malware-800_result/malware-131.png	a large white bird standing on top of a beach; a large white bird standing in the water; a large white bird standing on top of a sandy beach	Machine
991	Malware. 131-2	"Title: Re: PLS ASSIST
Dear Katarzyna Katarzyna:

Thank you for your kind e-mail message. Please, do not hesitate to write to me  at (408) 757-7078. I will read and forward to you your  e-mail address, phone number and any other information  you have that might be useful to  illustrate to the  assessour friend.

Thank you for your cooperation.

Regards,

Vince Kaminski

"	Face_generator-1600 result/face_generator-1131.png			Machine
992	Malware. 131-3	"From: Katarzyna Katarzyna
Title: Re: Re: PLS ASSIST

To: Vince Kaminski/HOU/ECT@ECT cc:   Subject: Re: PLS ASSIST

Hey Vince,

Thanks for the e-mail.  I have a couple of questions.... Is one  of the participants a lawyer, an expert, and if so,  do you have to go to the  parties to  find out which one is the best?

I  am interested in hearing from others from the  business side of the   energy industry about their  experiences with the  PLS.  I will  send you  a link to a report of the first  PLS meeting.

Kat

--- Vince M Kaminski <vkamins@hotmail.com> wrote: > >Kat,   As you know, the second  PLS meeting is June 28 and 29, > San Antonio.  I  have one  question to ask you.  In which  three  weeks week, is this > conference a mandatory  session, a ""tipping point"", as a ""yes >or no  session"" or something else (e.g. a ""no session?"")  If > there is a ""tipping  point"", does it occur  Monday, Tuesday or Thursday?  And > then, who is the session  guest?  I  also wanted to ask if you  would  like to speak to the  PLS ? Are > you sure, for the  first three weeks (July), that the ""recommended > sessions"" will be completed? if so,  do you mind if I bring my friend along  Friday or  Saturday?  Also, if so, do you  want  Vince  and his team  to  bring lunch Monday (July 4)  after the PLS  session? I thought  that would be a nice change   in your life.  Thank you very much.

_________________________________________________________________ Get your FREE download of MSN Explorer at http://explorer.msn.com/intl.asp


 "	Face_generator-1600 result/face_generator-0331.png			Machine
993	Malware. 132-1	"From: Will.

Title: (RE: OFFER OF A WEEK)
 (RE: OFFER OF A WEEK) Greetings to you, Looking for a partner who can help us out. I am Bill Wilson, a lawyer based in Lagos-Nigeria. I will be contacting you through my personal attorney. I have an urgent and personal business proposition for you. On June 20, 1999, an Iraqi Foreign Worker with the Nigerian Chamber of Commerce and Industry, Mr. Mahmood al-Wasati, with his entire family perished in a plane crash. Since then, no one knows about this transaction or anything concerning it, as no one has operated on this asides to claim the consignment containing this huge sum of money, which was paid to him as a wedding gift. Before my late client was killed, he moved out this money in cash to a private security company in Europe. And from there it is going into the custody of a security company in Europe. And from there it will be deposited with a private security company. And finally, after six months, the money will be reclaimed from the custody of the security company. I am only contacting you, the lawyer, because I want you to stand as a beneficiary to this money and have your identity revealed to the security company so that the proceeds of this money can be paid to you and then you and I can share the money. 50% to me and 40% to you. There is no risk involved, the amount involved is (US$15.5M)Twenty five million, Five Hundred Thousand United States Dollars Only. As soon as I confirm your readiness to conclude the transaction with me, I will provide you with the details. Please be informed that the business is 100% risk free.  Please contact me as soon as you receive this mail via my email address above. Reply me using this email address as soon as possible. I look forward to your earliest reply. Yours faithfully, Bill Wilson. ___________________________________________________________________________ Mail sent from WebMail service at PHP-Nuke Powered Site - http://yoursite.com

"	Face_generator-1600 result/face_generator-0332.png	Malware-800_result/malware-132.png	a black and white photo of a body of water; a black and white photo of a bird in the water	Machine
994	Malware. 132-2	"Title: Re: (RE: OFFER OF A WEEK)
Dear Will.      Can I get a copy of the offer?  Regards,    Lutz Heidenreich
 <lutz.heidenreich@webmail.com> on 04/31/2001 01:18:40 PM To: wilson@enron.com cc:   Subject: (RE: OFFER OF A WEEK)   

The following offer is no longer active at this time as it was previously, but could be of interest.  Please contact your bank for details.   Please send any interest or money back for this offer to the following banks:    JP Morgan Chase    Barclays   Bank National Bank   Deutsche Bank     HSBC    Morgan Kuhn   UBS                                                                                                                                            Bank of New York Mellon

"	Face_generator-1600 result/face_generator-1132.png			Machine
995	Malware. 132-3	"From: Will.
Title: Re: Re: 
Posted: Monday, March 01, 2001 12:33 PM    By: Will.Rogers@enron.com \


 "	Face_generator-1600 result/face_generator-0332.png			Machine
996	Malware. 133-1	"From: OUMASA MOBB

Title: Good Luck
 Good Luck I'm Mr. OUMASA MOBB the Director of operations in a diamond and gold biz here in Abidjan Côte d'Ivoire. I must solicit your confidence in this transaction, this amount is Twenty Two Million One Hundred Thousand United State Dollars only, which I have been unable to withdraw as the account details has expired.Please I will like to inform you that as civil servants we have absolute immunity to suspicion of any form of inability on our part to run the affairs of our Country. As civil servants we are legally permitted to carry out all necessary military and official functions relating to the making of all legal documentation to support the transaction. This sum has been deposited under a name and address which no one other than me know aboutand the government cannot trace it any more. In the event of any failure of the Government of Abidjan to claim this money on the expiration date of the contract we signed, with the firm, with which we entered into it, with the Civil Service Commission,the company has the power to liquidate the contract and get the fundswith the help of the Ministry of Union for Development of Microchips. Such opportunity will appreciate best in your favor, I expect your urgent response through my e-mail address as the second sender. Please note that this transaction is confidential and 100% safe. I thank you in advance and sincerely yours, OUMASA MOBB Yours Faithfully, Mr. ORMAR ROBERTS (Esq). __________________________________________________ Do You Yahoo!? Tired of spam?  Yahoo! Mail has the best spam protection around  http://mail.yahoo.com

"	Face_generator-1600 result/face_generator-0333.png	Malware-800_result/malware-133.png	a close up of a bird on a table; a close up of a bird on a window sill; a close up of a person holding a bat	Machine
997	Malware. 133-2	"Title: Re: Good Luck
Dear OUMASA MOBB.   I was looking for your email address on the internet.  Didn't like the ones you have.  Instead, I searched the web for ""OUMASA"".  I am unable to find it.  Why?  Could you please let me know where you found it?  I was wondering if it is still there?  Thank you for your help.  Regards,  G.M. 

> From: G.M. ROBERTS <gsrobinson69@msn.com> > To: gmobe@enron.com > Sent: Wednesday, January 26, 2002 6:01 PM Subject: Re: Good Luck  >      > I was looking for your email  > address on the   > web.  Didn't dislike the ones, but  > didn't like the ones that you could not locate >  > . > Please be patient with regards and I will  > get back to you when I find it. > > Regards > > > > >     >

> To be removed from this group, send a ticket to: > emca01@yahoo.com  > >   >    >   >   > >    >    >   >      >        >         > enron.com (web) >    >     >                         >                Subject: Re: Good Luck  >         >

"	Face_generator-1600 result/face_generator-1133.png			Machine
998	Malware. 133-3	"From: OUMASA MOBB
Title: Re: Re: 
To: gmobe@enron.com
CC:   & ""Kevin Smith"" <jsmith1211@cbincy.com>                                cc:                                                                           subject: Re: Good Luck             >I am in the process of re-billing my Paypal.com account for   I am going through my accounts for anything you  have not already paid.   As an additional note, after verifying me as   the individual to whom   I owe your name on the Paypal.com account, I am   going to send you a Paypal.com.  It   will be charged me the same fee as the original transaction. >Please return the attached Paypal.com transaction to me asap. >Thank You,    *Kevin Smith       


 "	Face_generator-1600 result/face_generator-0333.png			Machine
