,Unnamed: 0,filename,AttackType:Reconnaissance,AttackType:SocialEngineering,AttackType:Malware,AttackType:CredentialPhishing,Attacker Title,Urgency of the attack email,DateAndTime:Date,DateAndTime:time,Attacker Offering,AttackerLocation:Country,AttackerLocation:Region,AttackerLocation:City,AttackerLocation:Country From Content,Attacker Relationship,AttackerSentiment:polarity,AttackerSentiment:subjectivity,AttackerLanguageStyle:misspelling,AttackerLanguageStyle:randomCapital,Estimated Age,Attacker IP Known As Phisher,Total Deaths and Injuries,Total Damage,Disaster Count,GDP per capita,Internet Use,Age dependency,URL Label,URL Length,URL Classification,cosineCluster,ediCluster,jaccardCluster
1783,1783,2602.json,True,True,True,False,staff,1,2006-05-26,16:39,Money,Hong Kong,Unknown,Unknown,Hong Kong,stranger,0.09,0.47,2,1,34.0,unknown,48992.0,3372.0,72.0,,,,,short,,cluster 6,cluster 20,cluster 10
1784,1784,2603.json,False,False,False,True,no title exist,2,2006-05-26,17:15,Money,United Kingdom,England,Sutton,Unknown,unknown,0.05,0.33,1,2,33.0,low,48992.0,3372.0,72.0,40798.07,68.82,51.37,,,,cluster 10,cluster 38,cluster 16
1785,1785,2604.json,False,False,True,False,brother,2,2006-05-26,17:41,Money,Liberia,Unknown,Unknown,Liberia,stranger,0.16,0.45,2,1,34.0,unknown,48992.0,3372.0,72.0,457.7,0.03,86.37,good,short,Arts,cluster 10,cluster 27,cluster 13
1786,1786,2605.json,False,False,True,False,brother,2,2006-05-26,17:41,Money,Liberia,Unknown,Unknown,Liberia,stranger,0.16,0.45,2,1,33.0,unknown,48992.0,3372.0,72.0,457.7,0.03,86.37,good,short,Arts,cluster 10,cluster 9,cluster 3
1787,1787,2606.json,True,False,False,False,director,1,2006-05-26,18:49,Money,Unknown,Unknown,Unknown,Unknown,unknown,0.14,0.45,2,1,34.0,unknown,48992.0,3372.0,72.0,,,,,,,cluster 10,cluster 20,cluster 10
1788,1788,2607.json,True,False,True,False,no title exist,1,2006-05-26,22:16,Money,Sweden,Skåne,Malmö,Unknown,stranger,0.17,0.48,1,2,34.0,low,48992.0,3372.0,72.0,52316.96,87.76,53.23,,short,,cluster 2,cluster 9,cluster 13
1789,1789,2608.json,False,False,False,False,no title exist,1,2006-05-27,01:00,Money,Senegal,Unknown,Unknown,Senegal,stranger,0.13,0.51,1,2,33.0,unknown,48992.0,3372.0,72.0,1235.13,5.61,88.27,,,,cluster 3,cluster 30,cluster 11
1790,1790,2609.json,True,False,True,False,student,1,2006-05-27,15:26,Money,Côte d’Ivoire,Abidjan,Abidjan,Unknown,stranger,0.13,0.5,2,3,33.0,very high,48992.0,3372.0,72.0,,,,,short,,cluster 9,cluster 40,cluster 13
1791,1791,261.json,False,True,True,False,no title exist,2,2003-06-07,03:18,Money,United Kingdom,England,Chalfont Saint Peter,Unknown,stranger,0.2,0.45,1,1,34.0,low,96784.0,11282.3,82.0,38331.61,64.82,52.39,,short,,cluster 4,cluster 9,cluster 3
1792,1792,2610.json,True,True,True,False,consultant,2,2006-05-27,15:28,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.13,0.36,1,2,33.0,unknown,48992.0,3372.0,72.0,,,,,long,,cluster 11,cluster 29,cluster 10
1793,1793,2611.json,True,False,False,False,son,1,2006-05-27,16:21,Money,Ghana,Unknown,Unknown,Ghana,stranger,0.14,0.53,2,1,29.0,unknown,48992.0,3372.0,72.0,1116.63,2.72,76.54,,,,cluster 1,cluster 30,cluster 11
1794,1794,2612.json,False,True,False,False,no title exist,2,2006-05-28,11:17,Money,Namibia,Unknown,Unknown,Namibia,stranger,0.06,0.38,1,1,34.0,unknown,48992.0,3372.0,72.0,4968.85,4.4,74.58,,,,cluster 3,cluster 3,cluster 3
1795,1795,2613.json,True,False,True,True,no title exist,2,2006-05-28,15:03,Money,Burkina Faso,Unknown,Unknown,Burkina Faso,unknown,0.1,0.41,3,1,34.0,unknown,48992.0,3372.0,72.0,594.38,0.63,96.33,good,short,Arts,cluster 11,cluster 40,cluster 13
1796,1796,2614.json,True,False,False,False,no title exist,1,2006-05-29,09:19,Money,Unknown,Unknown,Unknown,Unknown,friend of friend,0.08,0.43,2,1,29.0,unknown,48992.0,3372.0,72.0,,,,,,,cluster 2,cluster 6,cluster 10
1797,1797,2615.json,False,False,False,True,no title exist,1,2006-05-29,09:52,Money,Unknown,Unknown,Unknown,Unknown,stranger,-0.0,0.45,1,1,34.0,unknown,48992.0,3372.0,72.0,,,,,,,cluster 3,cluster 42,cluster 6
1798,1798,2616.json,True,False,True,False,solicitor,1,2006-05-29,12:45,Money,Morocco,Casablanca-Settat,Casablanca,Unknown,stranger,0.12,0.57,2,1,33.0,low,48992.0,3372.0,72.0,2512.86,19.77,56.58,good,short,Adult,cluster 6,cluster 13,cluster 3
1799,1799,2617.json,True,False,True,False,head,1,2006-05-29,13:51,Money,Nigeria,Lagos,Lagos,Unknown,stranger,0.05,0.43,2,1,32.0,low,48992.0,3372.0,72.0,1909.67,5.55,87.11,,short,Arts,cluster 1,cluster 3,cluster 11
1800,1800,2618.json,True,False,True,False,no title exist,1,,,Service,Canada,Unknown,Unknown,Canada,stranger,0.24,0.39,1,1,33.0,unknown,,,,,,,good,long,Home,cluster 14,cluster 8,cluster 7
1801,1801,2619.json,True,False,False,False,no title exist,1,2006-05-30,13:50,Service,Nigeria,Lagos,Lagos,Unknown,stranger,0.13,0.38,1,2,34.0,low,48992.0,3372.0,72.0,1909.67,5.55,87.11,,,,cluster 2,cluster 7,cluster 2
1802,1802,262.json,,False,False,False,no title exist,2,,,Service,Unknown,Unknown,Unknown,Unknown,unknown,0.0,0.0,3,1,32.0,unknown,,,,,,,,,,cluster 14,cluster 31,cluster 8
1803,1803,2620.json,False,True,False,False,member,1,2006-05-31,00:24,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.2,0.48,3,2,29.0,low,48992.0,3372.0,72.0,,,,,,,cluster 6,cluster 27,cluster 3
1804,1804,2621.json,True,False,False,False,no title exist,1,2006-05-31,07:26,Money,Nigeria,Unknown,Unknown,Nigeria,stranger,0.22,0.42,2,2,32.0,unknown,48992.0,3372.0,72.0,1909.67,5.55,87.11,,,,cluster 3,cluster 3,cluster 3
1805,1805,2622.json,True,True,True,True,auditor,2,2006-05-31,15:01,Money,United States,Unknown,Unknown,United States,stranger,0.16,0.46,3,1,33.0,unknown,48992.0,3372.0,72.0,49405.77,68.93,49.7,good,short,Arts,cluster 6,cluster 22,cluster 11
1806,1806,2623.json,True,True,True,True,auditor,2,2006-05-31,15:10,Money,United States,Unknown,Unknown,United States,stranger,0.16,0.46,3,1,33.0,unknown,48992.0,3372.0,72.0,49405.77,68.93,49.7,good,short,Arts,cluster 6,cluster 22,cluster 11
1807,1807,2624.json,False,True,True,True,auditor,2,2006-05-31,15:10,Money,United States,Unknown,Unknown,United States,stranger,0.16,0.46,3,1,34.0,unknown,48992.0,3372.0,72.0,49405.77,68.93,49.7,good,short,Arts,cluster 6,cluster 3,cluster 11
1808,1808,2625.json,False,True,True,True,auditor,2,2006-05-31,15:10,Money,United States,Unknown,Unknown,United States,stranger,0.16,0.46,3,1,33.0,unknown,48992.0,3372.0,72.0,49405.77,68.93,49.7,good,short,Arts,cluster 6,cluster 11,cluster 2
1809,1809,2626.json,True,False,False,False,daughter,2,2006-05-31,18:46,Money,France,Unknown,Unknown,France,unknown,0.09,0.5,3,2,30.0,unknown,48992.0,3372.0,72.0,40850.36,46.87,53.83,,,,cluster 8,cluster 19,cluster 1
1810,1810,2627.json,True,False,False,False,no title exist,2,,,Money,Ghana,Unknown,Unknown,Ghana,stranger,0.18,0.51,2,1,30.0,unknown,,,,,,,,,,cluster 14,cluster 55,cluster 17
1811,1811,2628.json,False,True,True,True,manager,2,2006-06-01,15:36,Money,Burkina Faso,Unknown,Unknown,Burkina Faso,stranger,0.04,0.47,2,2,33.0,unknown,48992.0,3372.0,72.0,594.38,0.63,96.33,,long,,cluster 9,cluster 34,cluster 12
1812,1812,2629.json,True,False,False,False,no title exist,1,,,Money,Liberia,Unknown,Unknown,Liberia,stranger,0.15,0.43,2,1,34.0,unknown,,,,,,,,,,cluster 5,cluster 55,cluster 7
1813,1813,263.json,False,False,False,False,ordinator,2,2003-06-09,04:04,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.12,0.36,3,3,33.0,unknown,96784.0,11282.3,82.0,,,,,,,cluster 2,cluster 51,cluster 4
1814,1814,2630.json,True,False,False,False,no title exist,2,2006-06-01,19:38,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.12,0.39,2,1,32.0,unknown,48992.0,3372.0,72.0,,,,,,,cluster 3,cluster 48,cluster 6
1815,1815,2631.json,True,False,False,True,director,1,2006-06-01,20:48,Money,Nigeria,Unknown,Unknown,Nigeria,stranger,0.19,0.5,1,1,29.0,unknown,48992.0,3372.0,72.0,1909.67,5.55,87.11,,,,cluster 10,cluster 30,cluster 11
1816,1816,2632.json,False,False,True,True,manager,2,2006-06-02,03:38,Money,Burkina Faso,Unknown,Unknown,Burkina Faso,stranger,0.07,0.31,3,2,34.0,unknown,48992.0,3372.0,72.0,594.38,0.63,96.33,,long,,cluster 9,cluster 7,cluster 2
1817,1817,2633.json,False,True,True,True,director,1,2006-06-02,07:49,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.11,0.42,1,1,34.0,unknown,48992.0,3372.0,72.0,,,,,long,,cluster 10,cluster 6,cluster 6
1818,1818,2634.json,True,True,False,False,victim,1,2006-06-02,08:36,Money,Unknown,Unknown,Unknown,Unknown,friend of friend,0.1,0.42,2,2,33.0,unknown,48992.0,3372.0,72.0,,,,,,,cluster 4,cluster 15,cluster 4
1819,1819,2635.json,True,True,True,True,no title exist,2,2006-06-02,19:52,Money,United Kingdom,Unknown,Unknown,United Kingdom,unknown,0.15,0.44,2,2,29.0,unknown,48992.0,3372.0,72.0,40798.07,68.82,51.37,good,short,Arts,cluster 10,cluster 33,cluster 2
1820,1820,2636.json,True,True,False,True,no title exist,1,2006-06-02,22:56,Money,Hong Kong,Unknown,Unknown,Hong Kong,stranger,0.13,0.35,1,1,32.0,unknown,48992.0,3372.0,72.0,,,,,,,cluster 3,cluster 4,cluster 4
1821,1821,2637.json,True,False,True,False,manager,0,2006-06-03,06:53,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.06,0.36,1,1,34.0,unknown,48992.0,3372.0,72.0,,,,,long,,cluster 10,cluster 53,cluster 17
1822,1822,2638.json,True,False,True,False,attorney,1,,,Money,Namibia,Otjozondjupa,Okahandja,Unknown,stranger,0.05,0.32,1,1,34.0,low,,,,,,,,short,,cluster 2,cluster 45,cluster 7
1823,1823,2639.json,False,True,True,False,manager,2,2006-06-03,11:52,Money,Senegal,Unknown,Unknown,Senegal,stranger,0.05,0.41,2,2,34.0,unknown,48992.0,3372.0,72.0,1235.13,5.61,88.27,,long,,cluster 8,cluster 7,cluster 2
1824,1824,264.json,False,True,True,False,no title exist,2,2003-06-09,11:46,Money,United States,Virginia,Linton Hall,Unknown,stranger,0.18,0.38,2,2,34.0,high,96784.0,11282.3,82.0,45980.51,61.7,50.48,,short,,cluster 2,cluster 7,cluster 2
1825,1825,2640.json,True,True,True,True,accountant,2,2006-06-03,14:49,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.09,0.38,3,1,33.0,unknown,48992.0,3372.0,72.0,,,,good,short,Adult,cluster 11,cluster 12,cluster 6
1826,1826,2641.json,True,False,False,False,no title exist,0,2006-06-04,12:40,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.03,0.38,2,1,35.0,unknown,48992.0,3372.0,72.0,,,,,,,cluster 3,cluster 10,cluster 9
1827,1827,2642.json,True,True,False,False,official,2,2006-06-04,17:26,Money,Liberia,Unknown,Unknown,Liberia,friend of friend,0.14,0.31,1,1,35.0,unknown,48992.0,3372.0,72.0,457.7,0.03,86.37,,,,cluster 9,cluster 2,cluster 2
1828,1828,2643.json,True,True,False,False,official,2,2006-06-04,17:33,Money,Liberia,Unknown,Unknown,Liberia,friend of friend,0.14,0.31,1,1,33.0,unknown,48992.0,3372.0,72.0,457.7,0.03,86.37,,,,cluster 9,cluster 2,cluster 2
1829,1829,2644.json,False,False,True,False,no title exist,2,2006-06-05,03:39,Money,Sudan,Unknown,Unknown,Sudan,stranger,0.15,0.42,2,2,34.0,unknown,48992.0,3372.0,72.0,1261.29,1.29,87.28,good,short,Arts,cluster 11,cluster 40,cluster 4
1830,1830,2645.json,True,True,False,True,manager,2,2006-06-05,00:14,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.2,0.47,3,1,35.0,unknown,48992.0,3372.0,72.0,,,,,,,cluster 8,cluster 4,cluster 4
1831,1831,2646.json,True,False,False,False,official,1,2006-06-05,05:21,Money,Mexico,Mexico City,Magdalena Contreras,Unknown,stranger,0.09,0.49,1,1,34.0,low,48992.0,3372.0,72.0,9547.33,19.52,59.07,,,,cluster 1,cluster 30,cluster 11
1832,1832,2647.json,False,False,False,False,child,1,2006-06-05,10:14,Money,Poland,Lesser Poland,Kraków,Unknown,stranger,0.24,0.54,1,1,35.0,low,48992.0,3372.0,72.0,10571.04,44.58,41.58,,,,cluster 1,cluster 17,cluster 1
1833,1833,2648.json,True,True,False,True,auditor,1,2006-06-05,14:34,Money,Ghana,Unknown,Unknown,Ghana,stranger,0.15,0.38,3,1,33.0,unknown,48992.0,3372.0,72.0,1116.63,2.72,76.54,,,,cluster 9,cluster 7,cluster 1
1834,1834,2649.json,True,False,True,True,chairman,2,2006-06-05,18:34,Money,Burkina Faso,Unknown,Unknown,Burkina Faso,stranger,0.13,0.49,3,2,30.0,unknown,48992.0,3372.0,72.0,594.38,0.63,96.33,,short,,cluster 8,cluster 11,cluster 11
1835,1835,265.json,True,False,True,False,no title exist,0,2003-06-10,04:22,Money,France,Unknown,Unknown,France,stranger,0.08,0.37,2,3,34.0,unknown,96784.0,11282.3,82.0,38985.54,36.14,53.87,,short,,cluster 11,cluster 51,cluster 14
1836,1836,2650.json,True,False,False,False,prince,0,2006-06-05,19:06,Money,Mexico,Mexico City,Magdalena Contreras,Unknown,stranger,0.15,0.37,1,1,33.0,low,48992.0,3372.0,72.0,9547.33,19.52,59.07,,,,cluster 15,cluster 3,cluster 11
1837,1837,2651.json,True,False,False,False,prince,0,2006-06-05,19:31,Money,Mexico,Mexico City,Magdalena Contreras,Unknown,stranger,0.15,0.37,1,1,32.0,low,48992.0,3372.0,72.0,9547.33,19.52,59.07,,,,cluster 15,cluster 3,cluster 11
1838,1838,2652.json,True,False,True,False,no title exist,2,2006-06-21,20:33,Money,Senegal,Unknown,Unknown,Senegal,stranger,0.12,0.37,2,1,34.0,unknown,48992.0,3372.0,72.0,1235.13,5.61,88.27,,short,,cluster 3,cluster 28,cluster 14
1839,1839,2653.json,True,False,False,False,no title exist,1,2006-06-06,08:28,Money,Iraq,Unknown,Unknown,Iraq,stranger,0.19,0.48,1,1,32.0,unknown,48992.0,3372.0,72.0,4179.73,0.95,83.09,,,,cluster 2,cluster 40,cluster 13
1840,1840,2654.json,False,False,False,False,daughter,1,2006-06-06,12:41,Money,France,Unknown,Unknown,France,unknown,0.1,0.5,2,2,34.0,unknown,48992.0,3372.0,72.0,40850.36,46.87,53.83,,,,cluster 8,cluster 34,cluster 1
1841,1841,2655.json,True,False,False,False,director,2,2006-06-06,11:52,Money,Nigeria,Unknown,Unknown,Nigeria,stranger,0.07,0.44,2,1,33.0,unknown,48992.0,3372.0,72.0,1909.67,5.55,87.11,,,,cluster 10,cluster 11,cluster 11
1842,1842,2656.json,True,False,True,False,wife,1,,,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.13,0.54,2,1,29.0,unknown,,,,,,,bad,short,Computers,cluster 8,cluster 64,cluster 18
1843,1843,2657.json,True,True,True,False,minister,2,2006-06-06,15:41,Unknown,Nigeria,Unknown,Unknown,Nigeria,friend of friend,0.1,0.31,1,1,34.0,unknown,48992.0,3372.0,72.0,1909.67,5.55,87.11,bad,long,Adult,cluster 9,cluster 9,cluster 13
1844,1844,2658.json,True,False,True,False,attorney,1,2006-06-06,17:16,Money,Unknown,Unknown,Unknown,Unknown,friend of friend,0.06,0.35,2,2,30.0,unknown,48992.0,3372.0,72.0,,,,,long,,cluster 9,cluster 36,cluster 14
1845,1845,2659.json,False,False,False,False,no title exist,1,,,Money,Ivory Coast,Unknown,Unknown,Ivory Coast,stranger,0.05,0.48,1,1,35.0,unknown,,,,,,,,,,cluster 7,cluster 45,cluster 17
1846,1846,266.json,True,True,True,False,no title exist,1,2003-06-10,23:46,Money,Denmark,Capital Region,Ballerup,Unknown,stranger,0.13,0.51,2,2,33.0,low,96784.0,11282.3,82.0,56256.76,76.26,50.76,,short,,cluster 10,cluster 17,cluster 2
1847,1847,2660.json,False,True,True,True,manager,2,2006-06-07,01:24,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.01,0.29,2,2,35.0,unknown,48992.0,3372.0,72.0,,,,,short,,cluster 10,cluster 51,cluster 4
1848,1848,2661.json,False,False,False,False,no title exist,2,2006-06-07,04:22,Money,Unknown,Unknown,Unknown,Unknown,unknown,0.13,0.46,1,2,29.0,unknown,48992.0,3372.0,72.0,,,,,,,cluster 3,cluster 36,cluster 14
1849,1849,2662.json,False,True,False,False,chairman,1,2006-06-07,04:56,Money,Mexico,Mexico City,Magdalena Contreras,Unknown,stranger,0.31,0.65,1,1,30.0,low,48992.0,3372.0,72.0,9547.33,19.52,59.07,,,,cluster 1,cluster 1,cluster 12
1850,1850,2663.json,False,True,False,False,chairman,1,2006-06-07,04:56,Money,Mexico,Mexico City,Magdalena Contreras,Unknown,stranger,0.31,0.65,1,1,32.0,low,48992.0,3372.0,72.0,9547.33,19.52,59.07,,,,cluster 1,cluster 1,cluster 12
1851,1851,2664.json,False,True,True,True,director,1,2006-06-07,05:46,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.11,0.42,1,1,34.0,unknown,48992.0,3372.0,72.0,,,,,long,,cluster 10,cluster 6,cluster 6
1852,1852,2665.json,True,False,True,False,son,2,2006-06-07,13:32,Money,Senegal,Unknown,Unknown,Senegal,stranger,0.11,0.4,2,1,35.0,unknown,48992.0,3372.0,72.0,1235.13,5.61,88.27,good,short,Arts,cluster 12,cluster 18,cluster 13
1853,1853,2666.json,True,False,True,True,national,2,2006-06-07,13:38,Money,United Arab Emirates,Unknown,Unknown,United Arab Emirates,stranger,0.14,0.47,1,1,34.0,unknown,48992.0,3372.0,72.0,53335.03,52.0,20.98,good,short,Arts,cluster 15,cluster 15,cluster 4
1854,1854,2667.json,False,True,False,False,no title exist,1,2006-06-07,13:52,Money,South Africa,Unknown,Unknown,South Africa,stranger,0.06,0.44,2,2,32.0,unknown,48992.0,3372.0,72.0,7017.71,7.61,54.24,,,,cluster 11,cluster 7,cluster 1
1855,1855,2668.json,False,False,True,False,head,2,2006-06-07,15:15,Money,Unknown,Unknown,Unknown,Unknown,stranger,-0.01,0.28,1,1,34.0,unknown,48992.0,3372.0,72.0,,,,,short,,cluster 6,cluster 10,cluster 8
1856,1856,2669.json,True,True,True,True,no title exist,2,2006-06-07,19:05,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.16,0.47,2,1,27.0,unknown,48992.0,3372.0,72.0,,,,good,long,Arts,cluster 3,cluster 42,cluster 10
1857,1857,267.json,True,False,True,False,no title exist,1,2003-06-10,20:11,Money,Denmark,Capital Region,Ballerup,Unknown,unknown,0.13,0.33,1,1,33.0,low,96784.0,11282.3,82.0,56256.76,76.26,50.76,,short,,cluster 10,cluster 22,cluster 3
1858,1858,2670.json,False,True,True,True,no title exist,2,2006-06-07,19:10,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.16,0.47,2,1,35.0,unknown,48992.0,3372.0,72.0,,,,good,long,Arts,cluster 3,cluster 29,cluster 14
1859,1859,2671.json,False,False,False,False,no title exist,1,2006-06-07,20:17,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.11,0.45,2,1,34.0,unknown,48992.0,3372.0,72.0,,,,,,,cluster 3,cluster 42,cluster 6
1860,1860,2672.json,False,False,True,False,no title exist,1,2006-06-08,08:14,Service,Unknown,Unknown,Unknown,Unknown,stranger,0.13,0.4,3,3,34.0,unknown,48992.0,3372.0,72.0,,,,,short,,cluster 3,cluster 6,cluster 6
1861,1861,2673.json,True,False,True,False,no title exist,2,2006-06-08,11:59,Money,Sweden,Skåne,Malmö,Unknown,stranger,0.09,0.53,2,1,30.0,low,48992.0,3372.0,72.0,52316.96,87.76,53.23,,short,,cluster 2,cluster 22,cluster 3
1862,1862,2674.json,True,False,False,False,officer,2,2006-06-08,13:34,Money,United Kingdom,England,Romford,Unknown,stranger,0.14,0.56,2,2,35.0,low,48992.0,3372.0,72.0,40798.07,68.82,51.37,,,,cluster 4,cluster 34,cluster 12
1863,1863,2675.json,True,True,True,True,no title exist,2,2006-06-08,15:27,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.09,0.43,2,2,34.0,unknown,48992.0,3372.0,72.0,,,,good,short,Adult,cluster 3,cluster 16,cluster 9
1864,1864,2676.json,False,True,True,True,manager,2,2006-06-08,18:19,Money,Burkina Faso,Unknown,Unknown,Burkina Faso,stranger,0.05,0.33,2,2,33.0,unknown,48992.0,3372.0,72.0,594.38,0.63,96.33,,long,,cluster 9,cluster 1,cluster 12
1865,1865,2677.json,True,False,False,True,no title exist,1,2006-06-08,23:11,Money,Nigeria,Unknown,Unknown,Nigeria,stranger,0.13,0.39,3,2,34.0,unknown,48992.0,3372.0,72.0,1909.67,5.55,87.11,,,,cluster 3,cluster 2,cluster 11
1866,1866,2678.json,False,True,False,False,wife,1,2006-06-09,10:58,Money,Senegal,Unknown,Unknown,Senegal,stranger,0.1,0.45,3,2,29.0,unknown,48992.0,3372.0,72.0,1235.13,5.61,88.27,,,,cluster 4,cluster 38,cluster 12
1867,1867,2679.json,False,True,False,True,head,2,2006-06-10,03:05,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.07,0.33,3,2,29.0,unknown,48992.0,3372.0,72.0,,,,,,,cluster 4,cluster 13,cluster 3
1868,1868,268.json,False,False,False,True,son,1,2003-06-11,06:52,Money,Netherlands,Unknown,Unknown,Netherlands,stranger,0.08,0.45,1,1,34.0,unknown,96784.0,11282.3,82.0,46811.89,64.35,47.76,,,,cluster 1,cluster 11,cluster 11
1869,1869,2680.json,True,False,False,False,child,2,2006-06-10,17:33,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.09,0.46,3,1,33.0,unknown,48992.0,3372.0,72.0,,,,,,,cluster 9,cluster 6,cluster 10
1870,1870,2681.json,True,False,False,False,no title exist,1,2006-06-12,01:39,Money,Iraq,Unknown,Unknown,Iraq,stranger,0.18,0.48,2,1,35.0,unknown,48992.0,3372.0,72.0,4179.73,0.95,83.09,,,,cluster 2,cluster 9,cluster 3
1871,1871,2682.json,False,False,True,False,wife,1,2006-06-12,09:21,Money,Lebanon,Unknown,Unknown,Lebanon,stranger,0.02,0.44,2,1,34.0,unknown,48992.0,3372.0,72.0,5691.76,15.0,55.15,good,short,Arts,cluster 4,cluster 18,cluster 13
1872,1872,2683.json,False,False,True,False,girl,1,,,Money,Liberia,Unknown,Unknown,Liberia,stranger,0.1,0.45,2,1,35.0,unknown,,,,,,,,short,,cluster 10,cluster 24,cluster 17
1873,1873,2684.json,False,False,True,True,manager,1,2006-06-13,06:12,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.09,0.38,3,2,33.0,unknown,48992.0,3372.0,72.0,,,,,short,,cluster 10,cluster 4,cluster 14
1874,1874,2685.json,True,False,True,False,manager,0,2006-06-13,07:03,Money,Nigeria,Unknown,Unknown,Nigeria,unknown,0.14,0.3,2,1,34.0,unknown,48992.0,3372.0,72.0,1909.67,5.55,87.11,good,short,Arts,cluster 8,cluster 18,cluster 4
1875,1875,2686.json,True,False,True,False,son,2,,,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.33,0.6,1,1,34.0,unknown,,,,,,,bad,short,Business,cluster 9,cluster 56,cluster 21
1876,1876,2687.json,True,False,False,False,no title exist,0,2006-06-13,10:16,Unknown,United States,Virginia,Chesapeake,Unknown,unknown,0.19,0.51,1,1,34.0,low,48992.0,3372.0,72.0,49405.77,68.93,49.7,,,,cluster 10,cluster 33,cluster 11
1877,1877,2688.json,True,False,False,False,wife,1,2006-06-13,16:29,Money,Benin,Littoral,Cotonou,Unknown,friend of friend,-0.05,0.3,2,1,29.0,medium,48992.0,3372.0,72.0,999.02,1.54,90.64,,,,cluster 1,cluster 38,cluster 12
1878,1878,2689.json,False,False,False,False,no title exist,1,2006-06-13,23:07,Money,Malaysia,Unknown,Unknown,Malaysia,stranger,0.09,0.42,1,1,32.0,unknown,48992.0,3372.0,72.0,8255.29,51.64,52.82,,,,cluster 3,cluster 9,cluster 13
1879,1879,269.json,False,False,False,False,no title exist,1,2003-06-11,15:52,Money,Nigeria,Unknown,Unknown,Nigeria,stranger,0.17,0.55,2,1,34.0,unknown,96784.0,11282.3,82.0,1673.29,0.56,86.77,,,,cluster 3,cluster 11,cluster 3
1880,1880,2690.json,False,True,False,True,staff,2,2006-06-13,23:53,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.07,0.34,3,2,33.0,unknown,48992.0,3372.0,72.0,,,,,,,cluster 6,cluster 9,cluster 3
1881,1881,2691.json,False,False,True,False,manager,2,2006-06-14,03:00,Money,France,Unknown,Unknown,France,stranger,0.05,0.29,3,3,35.0,unknown,48992.0,3372.0,72.0,40850.36,46.87,53.83,,short,,cluster 8,cluster 30,cluster 11
1882,1882,2692.json,True,False,False,False,officer,2,2006-06-14,12:56,Service,Australia,Queensland,Wumalgi,Unknown,stranger,0.17,0.41,1,1,33.0,low,48992.0,3372.0,72.0,49443.23,66.0,48.19,,,,cluster 6,cluster 46,cluster 1
1883,1883,2693.json,False,False,True,False,no title exist,2,2006-06-14,12:57,Money,Unknown,Unknown,Unknown,Unknown,unknown,0.12,0.36,1,1,30.0,unknown,48992.0,3372.0,72.0,,,,good,short,Computers,cluster 3,cluster 21,cluster 9
1884,1884,2694.json,True,True,False,False,no title exist,1,2006-06-16,17:44,Money,Iraq,Unknown,Unknown,Iraq,stranger,0.1,0.51,1,2,34.0,unknown,48992.0,3372.0,72.0,4179.73,0.95,83.09,,,,cluster 2,cluster 11,cluster 3
1885,1885,2695.json,True,False,True,False,director,2,,,Money,Sudan,Unknown,Unknown,Sudan,stranger,0.11,0.43,2,1,34.0,unknown,,,,,,,bad,short,Computers,cluster 11,cluster 5,cluster 5
1886,1886,2696.json,False,True,False,False,no title exist,1,2006-06-15,06:18,Money,Iraq,Unknown,Unknown,Iraq,stranger,0.18,0.48,1,1,30.0,unknown,48992.0,3372.0,72.0,4179.73,0.95,83.09,,,,cluster 2,cluster 22,cluster 11
1887,1887,2697.json,True,False,True,True,no title exist,2,,,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.25,0.54,1,1,34.0,unknown,,,,,,,,short,,cluster 5,cluster 65,cluster 22
1888,1888,2698.json,True,False,False,False,no title exist,1,2006-06-15,11:47,Money,Senegal,Dakar,Dakar,Unknown,stranger,0.16,0.55,1,2,32.0,low,48992.0,3372.0,72.0,1235.13,5.61,88.27,,,,cluster 2,cluster 2,cluster 2
1889,1889,2699.json,False,False,False,False,no title exist,1,2006-06-15,11:47,Money,Senegal,Dakar,Dakar,Unknown,stranger,0.16,0.55,1,2,33.0,low,48992.0,3372.0,72.0,1235.13,5.61,88.27,,,,cluster 2,cluster 7,cluster 1
1890,1890,27.json,False,False,True,False,member,1,,,Money,Nigeria,Unknown,Unknown,Nigeria,stranger,0.11,0.43,1,2,33.0,unknown,,,,,,,,short,,cluster 11,cluster 24,cluster 17
